Üniversite Adı,Üniversite Türü,Bölüm,İH 2023 Sayı,İH 2023 Oran,İH 2024 Sayı,İH 2024 Oran,İH 2025 Sayı,İH 2025 Oran,URL
"BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","6","%19,4","5","% 13,9","3","% 14,3","https://yokatlas.yok.gov.tr/lisans.php?y=102210029"
"BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ (BOLU)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%4,9","Bulunamadı","Bulunamadı","1","% 50,0","https://yokatlas.yok.gov.tr/lisans.php?y=100110027"
"BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ (BURDUR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","3","%10,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107310022"
"BURSA ULUDAĞ ÜNİVERSİTESİ (BURSA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","14","%26,9","2","% 7,4","2","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=109710048"
"ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ (ÇANAKKALE)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","7","%13,5","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102710033"
"ÇUKUROVA ÜNİVERSİTESİ (ADANA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%6,2","1","% 5,9","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102910067"
"DİCLE ÜNİVERSİTESİ (DİYARBAKIR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","7","%13,7","1","% 7,1","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103010285"
"DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%6,5","1","% 5,6","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103110063"
"DÜZCE ÜNİVERSİTESİ (DÜZCE)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","7","%22,6","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103310397"
"EGE ÜNİVERSİTESİ (İZMİR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%3,9","3","% 8,1","1","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=103410775"
"ERCİYES ÜNİVERSİTESİ (KAYSERİ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","9","%17,3","3","% 12,0","2","% 28,6","https://yokatlas.yok.gov.tr/lisans.php?y=103510041"
"ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ (ERZİNCAN)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%28,6","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103610013"
"ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ (ESKİŞEHİR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","5","%9,6","3","% 10,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103810029"
"FIRAT ÜNİVERSİTESİ (ELAZIĞ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","5","%12,8","1","% 14,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103910028"
"GAZİ ÜNİVERSİTESİ (ANKARA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","10","%13,9","4","% 12,9","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=104110254"
"GİRESUN ÜNİVERSİTESİ (GİRESUN)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","Bulunamadı","Bulunamadı","1","% 100,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104510011"
"HACETTEPE ÜNİVERSİTESİ (ANKARA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","6","%11,5","2","% 4,1","4","% 7,7","https://yokatlas.yok.gov.tr/lisans.php?y=104810238"
"HAKKARİ ÜNİVERSİTESİ (HAKKARİ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104970215"
"HARRAN ÜNİVERSİTESİ (ŞANLIURFA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","9","%17,7","1","% 8,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=105010401"
"HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (HATAY)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","1","%3,6","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107710327"
"İNÖNÜ ÜNİVERSİTESİ (MALATYA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","6","%10,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=105310037"
"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (İSTANBUL)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","15","%24,2","7","% 19,4","7","% 19,4","https://yokatlas.yok.gov.tr/lisans.php?y=111610413"
"KAFKAS ÜNİVERSİTESİ (KARS)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=105910013"
"KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ (KAHRAMANMARAŞ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","7","%15,2","2","% 33,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=106010391"
"KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ (KARAMAN)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%15,4","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=106390101"
"KASTAMONU ÜNİVERSİTESİ (KASTAMONU)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 100,0","https://yokatlas.yok.gov.tr/lisans.php?y=106410015"
"KIRIKKALE ÜNİVERSİTESİ (KIRIKKALE)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%12,9","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=106610022"
"KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ (KIRŞEHİR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","1","%3,7","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=100610013"
"KİLİS 7 ARALIK ÜNİVERSİTESİ (KİLİS)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%14,3","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=106810171"
"KOCAELİ ÜNİVERSİTESİ (KOCAELİ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","12","%23,1","3","% 20,0","2","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=106910019"
"KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ (KÜTAHYA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%12,9","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103210423"
"MANİSA CELÂL BAYAR ÜNİVERSİTESİ (MANİSA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","3","%7,3","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102510017"
"MARMARA ÜNİVERSİTESİ (İSTANBUL)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","15","%24,2","7","% 15,9","9","% 17,3","https://yokatlas.yok.gov.tr/lisans.php?y=107210068"
"MERSİN ÜNİVERSİTESİ (MERSİN)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","8","%19,5","3","% 11,5","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107410021"
"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ (MUĞLA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%4,9","2","% 28,6","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107610028"
"MUŞ ALPARSLAN ÜNİVERSİTESİ (MUŞ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%28,6","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107810044"
"NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","12","%23,1","6","% 28,6","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107010061"
"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ (NEVŞEHİR)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","5","%12,2","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108010243"
"NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ (NİĞDE)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%9,8","3","% 42,9","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108110012"
"ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","5","%9,6","2","% 8,0","2","% 28,6","https://yokatlas.yok.gov.tr/lisans.php?y=108210065"
"ORDU ÜNİVERSİTESİ (ORDU)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%9,8","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108310276"
"ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","1","%3,2","2","% 6,5","2","% 4,9","https://yokatlas.yok.gov.tr/lisans.php?y=108410027"
"PAMUKKALE ÜNİVERSİTESİ (DENİZLİ)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","6","%9,7","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108610016"
"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ (RİZE)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108710148"
"SAKARYA ÜNİVERSİTESİ (SAKARYA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","15","%34,9","1","% 33,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108810023"
"SİİRT ÜNİVERSİTESİ (SİİRT)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%11,1","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109010019"
"SİNOP ÜNİVERSİTESİ (SİNOP)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","1","%7,1","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109110018"
"SİVAS CUMHURİYET ÜNİVERSİTESİ (SİVAS)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","4","%10,3","1","% 20,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102610025"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ (ISPARTA)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","5","%12,2","1","% 8,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109210944"
"TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ (TOKAT)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","Bulunamadı","Bulunamadı","1","% 50,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104310022"
"TRABZON ÜNİVERSİTESİ (TRABZON)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","5","%12,2","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=112110044"
"TRAKYA ÜNİVERSİTESİ (EDİRNE)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%5,1","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109410024"
"UŞAK ÜNİVERSİTESİ (UŞAK)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","3","%11,5","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109810153"
"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ (VAN)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","3","%9,7","Bulunamadı","Bulunamadı","1","% 25,0","https://yokatlas.yok.gov.tr/lisans.php?y=110210039"
"YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","12","%19,4","5","% 16,1","7","% 22,6","https://yokatlas.yok.gov.tr/lisans.php?y=110110358"
"YOZGAT BOZOK ÜNİVERSİTESİ (YOZGAT)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","2","%40,0","1","% 100,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102310231"
"ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ (ZONGULDAK)","Devlet","FEN BİLGİSİ ÖĞRETMENLİĞİ","1","%12,5","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110310374"
"DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR)","Devlet","FİLM TASARIMI VE YAZARLIĞI","1","%2,4","1","% 2,4","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103190550"
"DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR)","Devlet","FİLM TASARIMI VE YAZARLIĞI","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103190551"
"GAZİANTEP ÜNİVERSİTESİ (GAZİANTEP)","Devlet","FİLM TASARIMI VE YÖNETİMİ","2","%2,5","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=104290458"
"MARMARA ÜNİVERSİTESİ (İSTANBUL)","Devlet","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","5","% 8,1","4","% 6,5","https://yokatlas.yok.gov.tr/lisans.php?y=107290337"
"ANKARA BİLİM ÜNİVERSİTESİ (ANKARA)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510017"
"ANKARA BİLİM ÜNİVERSİTESİ (ANKARA)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","1","% 5,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510018"
"BAŞKENT ÜNİVERSİTESİ (ANKARA)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690475"
"BAŞKENT ÜNİVERSİTESİ (ANKARA)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=200690476"
"BAŞKENT ÜNİVERSİTESİ (ANKARA)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690685"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=205090296"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİLM TASARIMI VE YÖNETİMİ","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=205090303"
"ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","1","% 6,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301610026"
"ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301610025"
"ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","FİLM TASARIMI VE YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301610027"
"DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR)","Devlet","FİLM TASARIMI VE YÖNETMENLİĞİ","1","%2,7","2","% 5,6","2","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=103190552"
"AKDENİZ ÜNİVERSİTESİ (ANTALYA)","Devlet","FİNANS VE BANKACILIK","Bulunamadı","Bulunamadı","6","% 8,7","2","% 2,9","https://yokatlas.yok.gov.tr/lisans.php?y=100790475"
"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ (ANKARA)","Devlet","FİNANS VE BANKACILIK","1","%1,4","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=111790437"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (ANKARA)","Devlet","FİNANS VE BANKACILIK","3","%3,7","1","% 1,1","7","% 7,8","https://yokatlas.yok.gov.tr/lisans.php?y=110090092"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (ANKARA)","Devlet","FİNANS VE BANKACILIK","3","%4,8","2","% 2,7","6","% 8,3","https://yokatlas.yok.gov.tr/lisans.php?y=110090091"
"ARTVİN ÇORUH ÜNİVERSİTESİ (ARTVİN)","Devlet","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=101370356"
"ATATÜRK ÜNİVERSİTESİ (ERZURUM)","Devlet","FİNANS VE BANKACILIK","9","%10,7","11","% 12,5","10","% 11,4","https://yokatlas.yok.gov.tr/lisans.php?y=101490403"
"BALIKESİR ÜNİVERSİTESİ (BALIKESİR)","Devlet","FİNANS VE BANKACILIK","3","%5,7","2","% 3,2","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=101590196"
"BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ (BİLECİK)","Devlet","FİNANS VE BANKACILIK","6","%9,4","4","% 5,5","7","% 9,7","https://yokatlas.yok.gov.tr/lisans.php?y=101990046"
"BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ (BOLU)","Devlet","FİNANS VE BANKACILIK","7","%9,7","5","% 6,1","5","% 6,1","https://yokatlas.yok.gov.tr/lisans.php?y=100190171"
"BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ (BURDUR)","Devlet","FİNANS VE BANKACILIK","3","%4,2","3","% 3,6","1","% 1,2","https://yokatlas.yok.gov.tr/lisans.php?y=107390131"
"ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ (ÇANAKKALE)","Devlet","FİNANS VE BANKACILIK","1","%1,6","2","% 2,7","3","% 4,2","https://yokatlas.yok.gov.tr/lisans.php?y=102790242"
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ (ÇANKIRI)","Devlet","FİNANS VE BANKACILIK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=102890071"
"ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ (ERZİNCAN)","Devlet","FİNANS VE BANKACILIK","5","%11,9","6","% 11,3","3","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=103690089"
"HİTİT ÜNİVERSİTESİ (ÇORUM)","Devlet","FİNANS VE BANKACILIK","3","%7,1","2","% 3,8","2","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=105190094"
"KARABÜK ÜNİVERSİTESİ (KARABÜK)","Devlet","FİNANS VE BANKACILIK","3","%7,3","3","% 4,8","7","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=106190102"
"KASTAMONU ÜNİVERSİTESİ (KASTAMONU)","Devlet","FİNANS VE BANKACILIK","4","%7,4","6","% 9,7","3","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=106490162"
"KIRKLARELİ ÜNİVERSİTESİ (KIRKLARELİ)","Devlet","FİNANS VE BANKACILIK","3","%5,7","3","% 4,8","2","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=106770736"
"KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ (KÜTAHYA)","Devlet","FİNANS VE BANKACILIK","8","%9,8","11","% 11,8","2","% 2,2","https://yokatlas.yok.gov.tr/lisans.php?y=103290206"
"MANİSA CELÂL BAYAR ÜNİVERSİTESİ (MANİSA)","Devlet","FİNANS VE BANKACILIK","5","%4,0","6","% 4,8","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102590277"
"MUNZUR ÜNİVERSİTESİ (TUNCELİ)","Devlet","FİNANS VE BANKACILIK","4","%8,2","5","% 9,3","4","% 7,5","https://yokatlas.yok.gov.tr/lisans.php?y=109590045"
"NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA)","Devlet","FİNANS VE BANKACILIK","5","%8,1","2","% 2,7","10","% 13,9","https://yokatlas.yok.gov.tr/lisans.php?y=107090211"
"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ (NEVŞEHİR)","Devlet","FİNANS VE BANKACILIK","2","%3,2","4","% 5,9","2","% 3,0","https://yokatlas.yok.gov.tr/lisans.php?y=108090086"
"NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ (NİĞDE)","Devlet","FİNANS VE BANKACILIK","3","%4,2","5","% 6,0","6","% 7,2","https://yokatlas.yok.gov.tr/lisans.php?y=108190127"
"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ (SAKARYA)","Devlet","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=111890343"
"SİVAS CUMHURİYET ÜNİVERSİTESİ (SİVAS)","Devlet","FİNANS VE BANKACILIK","10","%10,9","12","% 14,6","6","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=102690213"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ (ISPARTA)","Devlet","FİNANS VE BANKACILIK","2","%2,4","4","% 4,3","2","% 2,1","https://yokatlas.yok.gov.tr/lisans.php?y=109290349"
"TARSUS ÜNİVERSİTESİ (MERSİN)","Devlet","FİNANS VE BANKACILIK","2","%4,8","2","% 3,2","1","% 1,6","https://yokatlas.yok.gov.tr/lisans.php?y=112070678"
"TARSUS ÜNİVERSİTESİ (MERSİN)","Devlet","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=112070754"
"TRAKYA ÜNİVERSİTESİ (EDİRNE)","Devlet","FİNANS VE BANKACILIK","4","%5,6","Bulunamadı","Bulunamadı","3","% 3,7","https://yokatlas.yok.gov.tr/lisans.php?y=109490285"
"UŞAK ÜNİVERSİTESİ (UŞAK)","Devlet","FİNANS VE BANKACILIK","2","%2,7","4","% 5,2","1","% 1,3","https://yokatlas.yok.gov.tr/lisans.php?y=109890153"
"YOZGAT BOZOK ÜNİVERSİTESİ (YOZGAT)","Devlet","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=102390208"
"İSTANBUL AREL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","1","%4,2","2","% 7,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202390196"
"İSTANBUL AREL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","Bulunamadı","Bulunamadı","1","% 16,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202390195"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210301452"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210301445"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210301431"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210301438"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","FİNANS VE BANKACILIK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210401753"
